,0
PAK3,1
PARD6B,1
PCDHA11,1
PCDHB13,1
PCED1A,1
PCM1,1
PCSK7,1
PDE4C,1
PDGFRB,1
PGM5,1
PHF6,1
PIK3C3,1
PIK3R1,1
PIM1,1
PKD2,1
PLA2G2E,1
PLEKHA7,1
PLEKHH1,1
PLXNB3,1
PML,1
PMS1,1
PODXL,1
POLE2,1
POLR3C,1
PPM1D,1
PPP1R26,1
PPP2R1A,1
PPP4C,1
PRC1,1
PROSER1,1
PRSS1,1
PRX,1
PSG6,1
PTK2B,1
PTPN11,1
PTPN14,1
PTPRJ,1
PTPRK,1
PTPRN2,1
PTPRZ1,1
QRICH2,1
R3HCC1L,1
R3HDML,1
RAD54L2,1
RARA,1
RARG,1
RASA1,1
RASAL1,1
RBM4,1
RBM47,1
REPIN1,1
RFX1,1
RGAG1,1
RGPD8,1
RHBDF1,1
RHOA,1
RICTOR,1
RINL,1
RIT1,1
RNF128,1
RNF43,1
RP1L1,1
RPL14,1
RPL22,1
RPUSD1,1
RRP36,1
RSRC2,1
RTN4RL2,1
RUNX1,1
RUNX2,1
RXFP3,1
SAGE1,1
SALL3,1
SAMD11,1
SAMD9,1
SCRIB,1
SDCBP,1
SELPLG,1
SEMA4F,1
SEMA5A,1
SEMA5B,1
SHROOM4,1
SKI,1
SLC13A2,1
SLC17A8,1
SLC27A2,1
SLC40A1,1
SLC7A13,1
SLC9A5,1
SLIT2,1
SMARCA4,1
SMC1A,1
SNAPC4,1
SORBS2,1
SOWAHA,1
SOX2,1
SOX4,1
SP8,1
SPESP1,1
SPON2,1
SRC,1
SREBF1,1
SRRT,1
SSTR4,1
STK11,1
SUFU,1
SUZ12,1
SYT3,1
SYT8,1
TAB3,1
TAS2R16,1
TBC1D25,1
TBX4,1
TCEB3C,1
TDRD5,1
TENM1,1
TENM2,1
TESK1,1
TET2,1
TET3,1
TGFBR2,1
TIGD4,1
TKTL2,1
TLE6,1
TLR4,1
TMCC1,1
TMEM247,1
TMTC1,1
TNIP1,1
TNR,1
TOB1,1
TP63,1
TRAF7,1
TRERF1,1
TRIM46,1
TRIML2,1
TRO,1
TSKS,1
TTC14,1
TULP2,1
U2AF1,1
UGT2B10,1
UNC50,1
USP11,1
USP42,1
VCX3B,1
VEGFC,1
VPS52,1
WDFY4,1
WDR60,1
WDR81,1
WRN,1
WT1,1
WTAP,1
ZBTB16,1
ZBTB18,1
ZBTB22,1
ZC3H18,1
ZFP57,1
ZMYM1,1
ZNF114,1
ZNF14,1
ZNF208,1
ZNF211,1
ZNF24,1
ZNF28,1
ZNF335,1
ZNF384,1
ZNF43,1
ZNF486,1
ZNF517,1
ZNF598,1
ZNF628,1
ZNF687,1
ZNF700,1
ZNF777,1
ZNF780A,1
ZNF787,1
ZNF814,1
ZSCAN5B,1
ZSWIM8,1
ZXDB,1
C11ORF44.n,1
C14ORF144.n,1
C16ORF47.p,1
C16ORF47.n,1
C20ORF187.p,1
C4ORF50.n,1
C8ORF49.p,1
C8ORF49.n,1
C9ORF147.p,1
C9ORF147.n,1
CHD1.p,1
DKFZP434E1119.p,1
DUX4.n,1
FAM215B.n,1
FAM72C.p,1
FAM90A26.n-USP17L15.n-USP17L23.n,1
FKBP1C.n,1
FKSG49.p,1
FKSG49.n,1
GJE1.n,1
GTSCR1.n,1
IFNL4.p,1
IGHA1.n-IGHA2.n-IGHD.n-IGHE.n-IGHG1.n-IGHG2.n-IGHG3.n-IGHG4.n-IGHJ1.n-IGHJ2.n-IGHJ3.n-IGHJ4.n-IGHJ5.n-IGHJ6.n-IGHM.n,1
IGLC1.n-IGLC2.n-IGLC3.n-IGLC7.n-IGLJ1.n-IGLJ2.n-IGLJ3.n-IGLJ4.n-IGLJ5.n-IGLJ6.n-IGLJ7.n,1
INAFM2.n,1
LMO7DN.p,1
LMO7DN.n,1
LRRC53.n,1
MUC5AC.n,1
MUC8.p,1
MUC8.n,1
MYRFL.p,1
NAMPTP1.p,1
NAMPTP1.n,1
NPIPB15.p,1
NPIPB15.n,1
NUTM2B.n-NUTM2E.n,1
OR51H1.n,1
OR51J1.n,1
PCAT2.p,1
PRR31.p,1
PRR31.n,1
RBFADN.n,1
RNF212B.n,1
RNU105B.p,1
TDRD15.p,1
TMEM210.p,1
TMEM78.p,1
TRBC2.p-TRBV19.p-TRBV2.p-TRBV27.p-TRBV28.p-TRBV9.p,1
TRGC1.p-TRGC2.p-TRGJ1.p-TRGJ2.p-TRGJP.p-TRGJP1.p-TRGJP2.p-TRGV1.p-TRGV10.p-TRGV11.p-TRGV2.p-TRGV3.p-TRGV4.p-TRGV5.p-TRGV8.p-TRGV9.p,1
TTLL8.p,1
TTLL8.n,1
ZDHHC11B.p,1
ZNF891.p,1
ZNF891.n,1
ZRSR1.p,1
ZRSR1.n,1
