,0
PROSER1,1
PSG1,1
PSG11,1
PTEN,1
PTK2B,1
PTPRB,1
PTPRC,1
PTPRK,1
R3HCC1L,1
R3HDML,1
RAD54L2,1
RARG,1
RASA1,1
RASAL1,1
RBM4,1
RBM47,1
REPIN1,1
RHOA,1
RICTOR,1
RIT1,1
RNF20,1
RNF213,1
RPUSD1,1
RSRC2,1
RTN4RL2,1
RUNX1T1,1
RUNX2,1
RXFP3,1
RYBP,1
SCN10A,1
SCN5A,1
SDCBP,1
SEL1L3,1
SELPLG,1
SIPA1L1,1
SLC17A8,1
SLC27A2,1
SLC28A2,1
SLC7A13,1
SLC9A5,1
SMAD2,1
SMAD4,1
SMG7,1
SNTG1,1
SOX4,1
SOX9,1
SPESP1,1
SPOP,1
SRC,1
SREBF1,1
SRGAP1,1
SRGAP3,1
STIL,1
SUZ12,1
SYT3,1
TAS2R16,1
TATDN2,1
TBCCD1,1
TCF12,1
TEX15,1
TGM1,1
TIGD4,1
TLE6,1
TMEM184A,1
TMPRSS2,1
TNIP1,1
TOB1,1
TOP3B,1
TP53BP1,1
TP63,1
TRAF7,1
TRIM15,1
TRIM46,1
TRIML2,1
TRO,1
TRPC4,1
TUBA3C,1
UGT2B7,1
UHRF1BP1L,1
UNC50,1
USP11,1
USP29,1
USP32,1
USP8,1
VCAM1,1
VCP,1
VCX3B,1
VEGFC,1
VHL,1
VIT,1
VPS13D,1
VPS52,1
WBSCR17,1
WDR60,1
YLPM1,1
ZBTB16,1
ZBTB7B,1
ZFP57,1
ZIC4,1
ZMYM1,1
ZNF114,1
ZNF14,1
ZNF208,1
ZNF215,1
ZNF24,1
ZNF28,1
ZNF318,1
ZNF337,1
ZNF347,1
ZNF43,1
ZNF502,1
ZNF610,1
ZNF687,1
ZNF700,1
ZNF770,1
ZNF777,1
ZNF780A,1
ZSCAN1,1
ZSCAN5B,1
BAGE.n,1
BAGE3.n-BAGE4.n-BAGE5.n,1
FLJ36000.n,1
KCNJ18.n,1
NKX2.1.n,1
RNU86.n,1
SELO.n,1
